0,1.296964132429972,
1,0.9178108337664891,
2,0.6697035727448636,
3,0.49775397067708715,
4,0.42660334819668755,
5,0.3576640608681314,
6,0.2882120773823379,
7,0.2430805876519803,
8,0.1795393149241881,
9,0.13567458794480813,
10,0.10522752475680257,
11,0.06992622492607423,
12,0.056960603170345854,
13,0.03588469032693796,
14,0.025643506815135275,
15,0.0212665774980107,
16,0.014245896801456175,
17,0.011130451115592532,
18,0.012344878245587268,
19,0.007500815033714311,
20,0.005923213565419816,
21,0.006526886249026226,
22,0.004698461177301513,
23,0.0028050534628373844,
24,0.0031419534346056426,
25,0.0031133231669582535,
26,0.0017764489688484625,
27,0.0013118115566242788,
28,0.0014480028665222805,
29,0.001481765571808576,
30,0.001185446279419851,
31,0.0008478604851841265,
32,0.0006726392592077431,
33,0.0006293811370368173,
34,0.0005981429480084299,
35,0.0005143876781098919,
36,0.00040996187983303225,
37,0.00032462643552739936,
38,0.000268323976943034,
39,0.00023574999603130618,
40,0.00021889577390443528,
41,0.0002114181964399037,
42,0.00020838063307424768,
43,0.0002062244188984924,
44,0.0002028186533002167,
45,0.00019742076162420608,
46,0.00019039550635673757,
47,0.00018271550580572395,
48,0.0001754263085514462,
49,0.00016929602105663445,
50,0.00016466595894836335,
51,0.00016147077485428605,
52,0.00015934696779278318,
