,0,1,2
intercept,-0.15688163365736035,1.826507011414993,-1.6696253777576315
feature_1,-0.9111530298773366,0.31185426696819124,0.5992987629091447
feature_2,1.2001239589947776,-0.30203751254097916,-0.8980864464537965
feature_3,-1.6175696840528109,-0.1408672926584708,1.758436976711281
feature_4,-1.519341229622392,-0.7603545602131984,2.279695789835591
